word,wordtype,meaning
ಧ್ವಸ್ತ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಬಿದ್ದ, ಪತನ ಹೊಂದಿದ ೨ ನಾಶಹೊಂದಿದ, ಹಾಳಾದ ೩ ನಾಶಪಡಿಸಿದ, ಭಂಗಪಡಿಸಿದ"
ಧ್ವಾಂತ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕತ್ತಲೆ, ಅಂಧಕಾರ ೨ ಒಂದು ನರಕದ ಹೆಸರು"
ನಂ(ನೆಂ)ಟ,ಹೆಸರುಪದ,"(ದೇ) ೧ (ಕೊಳ್ಕೊಡೆಯಿಂದ ಉಂಟಾದ ಯಾ ರಕ್ತ ಸಂಬಂಧದಿಂದಾದ) ಬಂಧು, ಸಂಬಂಧಿಕ ೨ ಆಪ್ತವ್ಯಕ್ತಿ, ಸ್ನೇಹಿತ"
ನಂ(ನೆಂ)ಟು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಸಂಬಂಧ, ಬಾಂಧವ್ಯ ೨ ಪ್ರೀತಿ, ಪ್ರೇಮ"
ನಂಜು,ಹೆಸರುಪದ,"(ದೇ) ೧ ವಿಷ, ಗರಳ ೨ ವಿಷವನ್ನುಳ್ಳದ್ದು, ಹಾವು, ಸರ್ಪ ೩ ಕಷ್ಟ, ತೊಂದರೆ, ಹಿಂಸೆ ೪ (ಮಾತಿನಲ್ಲಿಯ) ಕೊಂಕು, ಅಸೂಯೆ, ದ್ವೇಷ ೫ ಸೇಡು"
ನಂಜೆ,ಹೆಸರುಪದ,"(ದೇ) ನೀರಾವರಿಯುಳ್ಳ ಭೂಮಿ, ಗದ್ದೆ"
ನಂಟಸ್ತನ,ಹೆಸರುಪದ,"ಸಂಬಂಧ, ಬಾಂಧವ್ಯ"
ನಂದ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಂತೋಷ, ಆನಂದ ೨ ಕೃಷ್ಣನ ಸಾಕು ತಂದೆ, ನಂದಗೋಪ ೩ ಚಾಣಾಕ್ಯನಿಂದ ರಾಜ್ಯವನ್ನು ಕಳೆದುಕೊಂಡ ಪಾಟಲೀಪುತ್ರದ ಒಬ್ಬ ರಾಜ ಮತ್ತು ಅವನ ವಂಶದ ಹೆಸರು ೪ ಒಂಬತ್ತು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ"
ನಂದನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಂತೋಷ, ಆನಂದ ೨ ಮಗ, ಪುತ್ರ ೩ ಇಂದ್ರನ ಉದ್ಯಾನವನ ೪ ತೋಟ ೫ ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಇಪ್ಪತ್ತಾರನೆಯದು"
ನಂದಾದೀಪ,ಹೆಸರುಪದ,"(<ನಂದದ ದೀಪ) ಆರದೆ ಇರುವ ದೀಪ, (ದೇವರ ಮುಂದೆ) ನಿರಂತರವಾಗಿ ಉರಿಯು ತ್ತಿರುವ ಜ್ಯೋತಿ"
ನಂದಿ,ಹೆಸರುಪದ,"(<ಸಂ. ನಂದಿನ್) ೧ ಸಂತೋಷಗೊಳಿಸುವವನು ೨ ಮಗ, ಪುತ್ರ ೩ (ಶಿವನ ವಾಹನವಾದ) ಬಸವ, ವೃಷಭ ೪ ಒಂದು ಜಾತಿಯ ಮರ; ಕಂಬ (ಉತ್ಸವಾದಿಗಳಲ್ಲಿ ಮುಂದೆ ಹಿಡಿಯುವ) ನಂದಿಯ ವಿಗ್ರಹವಿರುವ ಉದ್ದವಾದ ಕಂಬ, ಕೋಲು"
ನಂದು,ಎಸಕಪದ,"(ದೇ) ೧ (ಬೆಂಕಿ, ಬೆಳಕು ಮೊ.ವು) ಆರಿಹೋಗು, ಇಲ್ಲವಾಗು ೨ ನಾಶವಾಗು, ಹಾಳಾಗು ೩ ಕಳೆಗುಂದು, ಮಂಕಾಗು"
ನಂಬಿಕೆ,ಹೆಸರುಪದ,"(ದೇ) ವಿಶ್ವಾಸ, ಶ್ರದ್ಧೆ, ನೆಚ್ಚಿಕೆ"
ನಂಬು,ಎಸಕಪದ,"(ದೇ) ೧ ವಿಶ್ವಾಸವಿಡು, ಭರವಸೆಯನ್ನು ಹೊಂದು, ನೆಚ್ಚು ೨ ಆಧರಿಸು, ಆಶ್ರಯಿಸು, ನೆಮ್ಮು"
ನಕಲಿ,ಹೆಸರುಪದ,"(<ಪಾರ. ಅರ. ನಕ್ಲ್) ೧ ಅನುಕರಣೆಯಿಂದ ಕೂಡಿರುವುದು, ಅಣಕ, ಹಾಸ್ಯ ೨ ಹಾಸ್ಯಗಾರ"
ನಕಲಿ,ಪರಿಚೆಪದ,"(<ಪಾರ. ಅರ. ನಕ್ಲ್) ನೈಜವಲ್ಲದ, ಕೃತಕವಾದ"
ನಕಲಿಶ್ಯಾಮ,ಹೆಸರುಪದ,ಹಾಸ್ಯಗಾರ
ನಕಲು,ಹೆಸರುಪದ,"(<ನಕಲಿ) ೧ (ಬರವಣಿಗೆ, ಚಿತ್ರ ಮೊ.ವುಗಳ) ಮೂಲದ ಪ್ರತಿಕೃತಿ, ಎರಡನೆ ಪ್ರತಿ, ದ್ವಿಪ್ರತಿ ೨ ಅನುಕರಿಸಿದುದು, ಅನುಕರಣೆ"
ನಕಲು,ಪರಿಚೆಪದ,"(<ನಕಲಿ) ನೈಜವಲ್ಲದ, ಕೃತಕವಾದ"
ನಕಾಶೆ,ಹೆಸರುಪದ,"(<ಅರ. ನಕ್ಕಾಹ್) ೧ (ಭೂಮಿಯ) ಅಳತೆ, ಪ್ರಮಾಣಗಳನ್ನು ಗುರುತಿಸಿದ ರೇಖಾಚಿತ್ರ, ಭೂಪಟ ೨ ಕೆತ್ತನೆ ಕೆಲಸ, ಕುಸುರಿಗೆಲಸ"
ನಕುಲ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮುಂಗುಲಿ, ಮುಂಗಸಿ ೨ ಪಂಚ ಪಾಂಡವರಲ್ಲಿ ನಾಲ್ಕನೆಯವನು ೩ ಒಂದು ಬಗೆಯ ಮೀನು"
ನಕ್ಕಿ,ಹೆಸರುಪದ,"(<ಸಂ. ನಖಿ) ೧ ಬಟ್ಟೆ, ಕಸೂತಿ, ಹಾರ ಮೊ.ವುಗಳಿಗೆ ಸೇರಿಸುವ, ಹೊಳೆಯುವ ಬಣ್ಣಬಣ್ಣದ ಬಿಲ್ಲೆ ೨ ಥಳಥಳಿಸಿ ಹೊಳೆಯುವ ಒಂದು ಬಗೆಯ ಪುಡಿ, ಚಮಕಿ ೩ ಖಂಡಿತ, ಖಾತರಿ ೪ ತಂತೀ ವಾದ್ಯಗಳನ್ನು ಮೀಟುವಾಗ ಬೆರಳಿನ ತುದಿಗೆ ಹಾಕಿಕೊಳ್ಳುವ, ಉಂಗುರದಂತಹ ಸಾಧನ ೫ ಬೇಗಡೆ"
ನಕ್ತ,ಹೆಸರುಪದ,"(ಸಂ) ರಾತ್ರಿ, ಇರುಳು"
ನಕ್ರ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಮೊಸಳೆ ೨ ಮೀನು
ನಕ್ಷೆ,ಹೆಸರುಪದ,"(<ಅರ. ನಕ್ಕಾಹ್) ೧ ಭೂಪಟ ೨ ಕಟ್ಟ ಡದ ಸ್ಥಾನ, ಅಳತೆ, ಆಕಾರ ಮೊ.ವನ್ನು ಸೂಚಿಸುವ ರೇಖಾಚಿತ್ರ ೩ ನೀಲಿನಕಾಶೆ ೪ ಆಕೃತಿ, ಚಿತ್ರ (ನಕಾಶೆ ನೋಡಿ)"
ನಖ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಉಗುರು ೨ ಪ್ರಾಣಿಗಳ ಮೊನೆ ಯುಗುರು, ಪಂಜ ೩ ಗೊರಸು, ಖುರ ೪ ಒಂದು ಬಗೆಯ ಗಂಧ ದ್ರವ್ಯ ೫ ಇಪ್ಪತ್ತು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ"
ನಖಶಿಖಾಂತ,ಅವ್ಯಯ,"ಕಾಲುಗುರಿನಿಂದ ತಲೆಯ ಮುಡಿಯವರೆಗೆ, ಆಮೂಲಾಗ್ರವಾಗಿ"
ನಖಶಿಖಾಂತಕೋಪ,ಹೆಸರುಪದ,ದೇಹದಲ್ಲೆಲ್ಲ ತುಂಬಿಕೊಂಡಿರುವ ಕೋಪ
ನಗ,ಹೆಸರುಪದ,"(<ಪಾರ. ನಗ್) ೧ ಆಭರಣ, ಒಡವೆ ೨ ಸರಕುಗಳ ಕಟ್ಟು, ಹೊರೆ; (<ಸಂ. ನೌಕಾ) ಹಡಗು, ನಾವೆ; (ಸಂ) ೧ ಬೆಟ್ಟ, ಪರ್ವತ ೨ ಮರ, ವೃಕ್ಷ ೩ ಏಳು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ"
ನಗದು,ಹೆಸರುಪದ,"(<ಅರ. ನಕದ್) ಕೈಯಲ್ಲಿರುವ ಹಣ, ರೋಖು; ವ್ಯಾಪಾರ ಕೈ ಮೇಲೆ ಹಣಕೊಟ್ಟು ನಡೆಸುವ ವ್ಯಾಪಾರ"
ನಗರಪಾಲಕ,ಹೆಸರುಪದ,"(ಸಂ) ಪಟ್ಟಣವನ್ನು ಪಾಲಿಸುವವನು, ಪುರಸಭೆಯ ಸದಸ್ಯ"
ನಗರಪಾಲಿಕೆ,ಹೆಸರುಪದ,"(ಸಂ) ಸ್ಥಳೀಯ ಆಡಳಿತಾಧಿಕಾರವುಳ್ಳ ಪುರಸಭೆ, ಮುನಿಸಿಪಾಲಿಟಿ"
ನಗರಿ,ಹೆಸರುಪದ,"(ಸಂ) ಪಟ್ಟಣ, ನಗರ, ಬೆಟ್ಟದ ಸಮೀಪದಲ್ಲಿರುವ ಊರು"
ನಗರ್ತ,ಹೆಸರುಪದ,"(<ಸಂ. ನಗರ) ವೈಶ್ಯ ಪಂಗಡದವನು, ವ್ಯಾಪಾರ ಮಾಡುವವನು"
ನಗಾರಿ,ಹೆಸರುಪದ,"(<ಅರ. ನಕಾರಾ) ೧ ಪರ್ವತಗಳ ಶತ್ರುವಾದವನು, ಇಂದ್ರ ೨ ಒಂದು ಬಗೆಯ ದೊಡ್ಡ ಚರ್ಮ ವಾದ್ಯ"
ನಗೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಗುವಿಕೆ ೨ ಅಪಹಾಸ್ಯ, ಕುಚೋದ್ಯ ೩ (ಹೂವು) ಅರಳುವಿಕೆ ೪ ಸಂತೋಷ, ಆನಂದ ೫ ಹಾಸ್ಯ, ವಿನೋದ"
ನಗೆಗೇಡಿ,ಹೆಸರುಪದ,"ನಗೆಗೀಡಾದವನು, ಅಪಹಾಸ್ಯಕ್ಕೆ ಒಳ ಗಾದವನು"
ನಗೆಚಾಟಿಕೆ,ಹೆಸರುಪದ,"ವಿನೋದ, ಹಾಸ್ಯ"
ನಗೆಪಾಟಲು,ಹೆಸರುಪದ,"ನಗೆಗೆ ಈಡಾಗುವಿಕೆ, ಅಪಹಾಸ್ಯಕ್ಕೆ ಒಳಗಾಗುವುದು"
ನಗ್ಗು,ಹೆಸರುಪದ,(ದೇ) ಪೆಟ್ಟು ಬಿದ್ದು ಪಾತ್ರೆಗಳಲ್ಲಿ ಉಂಟಾಗುವ ತಗ್ಗು
ನಗ್ಗು,ಎಸಕಪದ,"(ದೇ) ೧ ಕುಗ್ಗು, ಕುಸಿ ೨ (ಪಾತ್ರೆ) ಮುಂ.ವು ಜಜ್ಜಿ ತಗ್ಗಾಗು, ತಗ್ಗು ಬೀಳು ೩ ಪೆಟ್ಟುಬೀಳು ೪ ಕೆಳಕ್ಕೆ ಹಾರು"
ನಗ್ನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬತ್ತಲೆ ೨ ಬತ್ತಲೆಯಾಗಿರುವವನು, ದಿಗಂಬರ ೩ ದಿಗಂಬರ ಸನ್ಯಾಸಿ, ಜೈನ ಭಿಕ್ಷು ೪ ಶಿವ, ಈಶ್ವರ ೫ ಬರಿದಾಗಿರುವುದು, ಶೂನ್ಯ"
ನಗ್ನ,ಪರಿಚೆಪದ,"(ಸಂ) ಬತ್ತಲೆಯಾಗಿರುವ, ದಿಗಂಬರನಾದ"
ನಗ್ನಸತ್ಯ,ಹೆಸರುಪದ,ಯಾವ ಮುಚ್ಚುಮರೆಯೂ ಇಲ್ಲದೆ ಮಾತು ಮೊ.ದು ಸ್ಪಷ್ಟವಾಗಿರುವಂಥದು
ನಚ್ಚಿಕೆ,ಹೆಸರುಪದ,"(ದೇ) ನಂಬಿಕೆ, ಭರವಸೆ"
ನಚ್ಚು,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಂಬಿಕೆ, ವಿಶ್ವಾಸ ೨ ಪ್ರೀತಿ, ಅಕ್ಕರೆ, ಮೋಹ ೩ ಬಯಕೆ, ಇಚ್ಛೆ ೪ ಗೀಳು, ಹಂಬಲ ೫ ಅನುಮಾನ, ಸಂಶಯ ೬ ಸೇಡು"
ನಚ್ಚು,ಎಸಕಪದ,"(ದೇ) ೧ ನಂಬು, ವಿಶ್ವಾಸವಿಡು ೨ ಮೆಚ್ಚು, ಬಯಸು"
ನಜರಾಣಿ,ಹೆಸರುಪದ,"(<ಅರ. ನಜರಾನಹ್) ೧ ಕಾಣಿಕೆ, ಕೊಡುಗೆ ೨ ರಾಜ, ಪಾಳೆಯಗಾರರು ಮೊ.ವರಿಗೆ ಒಪ್ಪಿಸಬೇಕಾಗಿದ್ದ ಕಪ್ಪ, ಕಾಣಿಕೆ ಇತ್ಯಾದಿ"
ನಜರು,ಹೆಸರುಪದ,"(<ಅರ. ನಝರ್) ೧ ದೃಷ್ಟಿ, ನೋಟ, ಲಕ್ಷ್ಯ ೨ ಕಾಣಿಕೆ, ಉಪಾಯನ"
ನಜುಗು,ಎಸಕಪದ,"(ದೇ) ೧ ಜಜ್ಜು, ನೆಗ್ಗು ೨ ಜಜ್ಜಿಹೋಗು, ನಜ್ಜುಗುಜ್ಜಾಗು"
ನಟನೆ,ಹೆಸರುಪದ,"(<ಸಂ. ನಟನ) ೧ ನರ್ತನ, ನಾಟ್ಯ ೨ ತೋರಿಕೆ, ಸೋಗು ೩ ರೀತಿ, ಕ್ರಮ, ವಿನ್ಯಾಸ"
ನಟಿಕೆ,ಹೆಸರುಪದ,(ದೇ) ಬೆರಳುಗಳ ಕೀಲನ್ನು ಮಡಿಸಿ ಲಟಕ್ ಶಬ್ದ ಮಾಡುವುದು
ನಟಿಕೆಮುರಿ,ಎಸಕಪದ,"= ೧ ಬೆರಳುಗಳನ್ನು ಶಬ್ದ ಬರುವಂತೆ ಮಡಿಸು ೨ ಕೇಡನ್ನು ಬಯಸು, ಶಪಿಸು ೩ ದೃಷ್ಟಿ ನಿವಾರಣೆಗಾಗಿ ಬೆರಳುಗಳನ್ನು ಮಡಿಸು"
ನಟ್ಟನಡು,ಹೆಸರುಪದ,"(ನಡು + ನಡು) ಮಧ್ಯಕ್ಕೆ ಸರಿಯಾಗಿರುವ ಭಾಗ, ಸರಿಯಾಗಿರುವ ಮಧ್ಯ ಸ್ಥಳ"
ನಟ್ಟಿರುಳು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮಧ್ಯರಾತ್ರಿ, ನಡುರಾತ್ರಿ"
ನಟ್ಟಿರುಳು,ಅವ್ಯಯ,"(ದೇ) ಸರಿ ರಾತ್ರಿಯಲ್ಲಿ, ಮಧ್ಯ ರಾತ್ರಿಯಲ್ಲಿ"
ನಡತೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಡೆಯುವಿಕೆ, ಚಲಿಸುವಿಕೆ ೨ ನಡವಳಿಕೆ, ವರ್ತನೆ ೩ ಶೀಲ, ಗುಣ ೪ ಆಚಾರ, ವ್ಯವಹಾರ"
ನಡವಳಿಕೆ,ಹೆಸರುಪದ,"(ದೇ) ನಡೆನುಡಿ, ನಡತೆ, ವರ್ತನೆ"
ನಡು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮಧ್ಯಭಾಗ, ಕೇಂದ್ರ ೨ ಶರೀರದ ಮಧ್ಯ ಭಾಗ, ಸೊಂಟ, ಟೊಂಕ"
ನಡು,ಎಸಕಪದ,"(ದೇ) ೧ ನಾಟು, ನೆಡು, ಹೂಳು ೨ (ಗಿಡ, ಸಸಿ ಮೊ.ವನ್ನು) ನೆಲದಲ್ಲಿ ಊರು, ನಾಟಿ ಹಾಕು ೩ (ಬಾಣ, ಕತ್ತಿ ಮುಂ.ವು) ಚುಚ್ಚಿಕೊಳ್ಳು, ನಾಟು ೪ ಅಲುಗದೆ, ನಿಲ್ಲು, ಕೀಲಿಸು"
ನಡುಗು,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಡುಕ, ಕಂಪನ ೨ ಹೆದರುವಿಕೆ, ಭಯಪಡುವಿಕೆ"
ನಡುಗು,ಎಸಕಪದ,"(ದೇ) ೧ ಅದುರು, ಕಂಪಿಸು ೨ ಹೆದರು, ಭಯಪಡು"
ನಡುಪಟ್ಟಿ,ಎಸಕಪದ,"೧ ಸೊಂಟಕ್ಕೆ ಕಟ್ಟಿಕೊಳ್ಳುವ ಚರ್ಮ, ವಸ್ತ್ರ, ಲೋಹ ಮುಂ.ವುಗಳ ಪಟ್ಟಿ, ಬೆಲ್ಟು ೨ ಒಡ್ಯಾಣ, ಡಾಬು"
ನಡುವೆ,ಹೆಸರುಪದ,(ದೇ) ಮನೆಯ ಮಧ್ಯದ ಭಾಗ ನಡು ಮನೆ
ನಡುವೆ,ಅವ್ಯಯ,(ದೇ) ಮಧ್ಯ ಭಾಗದಲ್ಲಿ; ಮಧ್ಯೆ
ನಡೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಡಗೆ, ನಡೆಯುವಿಕೆ ೨ ನಡವಳಿಕೆ, ಆಚರಣೆ ೩ ಶೀಲ, ನಡತೆ ೪ ಪ್ರಗತಿ, ಮುನ್ನಡೆ ೫ ಎತ್ತುಗಳು ಒಂದು ಸಲ ಒಟ್ಟಿಗೆ ನಡೆಯುವಷ್ಟು ದಾರಿ, ಸುಮಾರು ಮೂವತ್ತು ಮೈಲಿ ೬ ದಾರಿ, ಹಾದಿ ೭ ದನಕರು ೮ ಕಾಲ್ನಡೆ ೯ ನಡೆಮಡಿ"
ನಡೆ,ಎಸಕಪದ,"(ದೇ) ೧ ಚಲಿಸು ೨ ಮುಂದುವರಿ ೩ ತೆರಳು, ಹೊರಡು ೪ ತೊಲಗು, ದೂರ ಸರಿ ೫ ಆಚರಿಸು ೬ ನಡೆದುಕೊಳ್ಳು, ವರ್ತಿಸು, ವ್ಯವ ಹರಿಸು ೭ ಕೆಲಸಮಾಡು ೮ ಘಟಿಸು, ಜರುಗು ೯ ಈಡೇರು, ನೆರವೇರು ೧೦ ಚಲಾವಣೆಯಾಗು, ಬಳಕೆಯಾಗು ೧೧ ಪ್ರಭಾವಶಾಲಿಯಾಗು, ಯಶಸ್ವಿ ಯಾಗು"
ನಡೆ,ಅವ್ಯಯ,"(ದೇ) ಚೆನ್ನಾಗಿ, ವಿಶೇಷವಾಗಿ"
ನಡೆಮಡಿ,ಎಸಕಪದ,"ದೇವರ ಕಾರ್ಯ ಮುಂ. ಶುಭ ಸಂದರ್ಭಗಳಲ್ಲಿ ಉತ್ಸವಗಳು ನಡೆಯುವಾಗ ಉತ್ಸ ವದ ದಾರಿಯಲ್ಲಿ ಗೌರವಾರ್ಥಕವಾಗಿ ಹಾಸುವ ಮಡಿಯಾದ ಬಟ್ಟೆ, ಹಡದಿ"
ನಡೆವಳಿ,ಹೆಸರುಪದ,"೧ ನಡಿಗೆ ೨ ವರ್ತನೆ, ನಡವಳಿಕೆ ೩ ಸಂಪ್ರದಾಯ, ಪದ್ಧತಿ ೪ ಕಾರ್ಯಕ್ರಮ ಮತ್ತು ಅದರ ವರದಿ ೫ ನಡೆಮಡಿ"
ನಡೆವಳಿಕೆ,ಎಸಕಪದ,"೧ ವರ್ತನೆ, ನಡವಳಿಕೆ ೨ ಪದ್ಧತಿ, ಸಂಪ್ರದಾಯ ೩ ಕಾರ್ಯಕ್ರಮ ಮತ್ತು ಅದರ ವರದಿ"
ನತ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಬಾಗಿದುದು ೨ ನಮಸ್ಕಾರ ಮಾಡಿದವನು ೩ ಒಂದು ಗ್ರಹಕ್ಕೂ ಖಗೋಳ ಮಧ್ಯ ರೇಖೆಗೂ ಇರುವ ಅಂತರ
ನತ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಬಾಗಿದ, ಬಗ್ಗಿದ ೨ ಎರಗಿದ, ನಮಸ್ಕರಿಸಿದ ೩ ಕುಗ್ಗಿದ, ಶರಣಾದ"
ನತದೃಷ್ಟ,ಹೆಸರುಪದ,"ದುರ್ದೈವಿ, ಅದೃಷ್ಟವಿಲ್ಲದವನು"
ನತಾಯೀ),ಹೆಸರುಪದ,"೧ ಹೊಸತನ, ನಾವೀನ್ಯ ೨ ಚೆಲುವು, ಸೊಗಸು ೩ ದರ್ಪ, ಆಡಂಬರ, ಠೀವಿ ೪ ಅಬ್ಬರ, ಆರ್ಭಟ ೫ ಹೆಚ್ಚಳ, ಅತಿಶಯ ೬ ವೇಗ, ಶ್ರೀಘ್ರತೆ"
ನತ್ತಿ(ತ್ತು),ಹೆಸರುಪದ,"(ದೇ) ಉಗ್ಗುವಿಕೆ, ಬಿಕ್ಕಲು"
ನತ್ತು,ಹೆಸರುಪದ,"(<ಪ್ರಾ. ಣತ್ಥಾ) ಸ್ತ್ರೀಯರು ಮೂಗಿನಲ್ಲಿ ಧರಿಸುವ ರತ್ನದ ಆಭರಣ; (ದೇ) ೧ ಉಗ್ಗುವಿಕೆ, ಬಿಕ್ಕುವಿಕೆ ೨ ಹೇನಿನ ಮರಿ ೩ ಕೀಟ, ಹುಳು"
ನದ,ಹೆಸರುಪದ,"(ಸಂ) ಗಂಡು ತೊರೆ, ಗಂಡು ನದಿ"
ನದರು,ಹೆಸರುಪದ,"(<ಪಾರ. ನಜರ್) ೧ ದೃಷ್ಟಿ, ನೋಟ ೨ ಕಾಣಿಕೆ ೩ ಅಂದಾಜು, ಊಹೆ ೪ ಕೆಟ್ಟದೃಷ್ಟಿ"
ನದಿ,ಹೆಸರುಪದ,"(<ಸಂ. ನದೀ) ಹೊಳೆ, ತೊರೆ"
ನದಿಪು,ಎಸಕಪದ,"(ದೇ) ಆರಿಸು, ನಂದಿಸು"
ನದೀ,ಹೆಸರುಪದ,"ಮುಖ ಹೊಳೆಯು ಸಮುದ್ರಕ್ಕೆ ಸೇರುವ ಸ್ಥಳ, ಅಳುವೆ"
ನದುಗು,ಹೆಸರುಪದ,"(ದೇ) ತೊಂದರೆ, ಗುನುಗು, ಕೇಡು"
ನದುಗು,ಎಸಕಪದ,"(ದೇ) ಪರಾಙ್ಮುಖವಾಗು, ಮುಖ ತಿರುಗಿಸು"
ನದುಳು,ಹೆಸರುಪದ,"(ದೇ) ಮುಚ್ಚಿಟ್ಟಿರುವಿಕೆ, ಹುದುಗಿರುವಿಕೆ"
ನದುಳು,ಪರಿಚೆಪದ,"(ದೇ) ಒಳಗಿರುವ, ಹುದುಗಿರುವ"
ನನೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮೊಗ್ಗು, ಮುಗುಳು ೨ ಹೂವು"
ನನೆ,ಎಸಕಪದ,"(ದೇ) ೧ ತೋಯು, ಒದ್ದೆಯಾಗು ೨ ನೀರನ್ನು ಹೀರಿ ಮೃದುವಾಗು ೩ ಮೊಗ್ಗಾಗು, ಮುಗುಳಾಗು ೪ ಚಿಗುರುಬಿಡು"
ನನೆಗುದಿ,ಎಸಕಪದ,"೧ ಅರ್ಧ ಬೇಯುವುದು, ಹೆಚ್ಚಾಗಿ ನೆನೆದು ಪೂರ್ತಿ ಬೇಯದಿರುವುದು ೨ ವಿಳಂಬ, ತಡ ೩ ಅನಿಶ್ಚಿತ ಸ್ಥಿತಿ, ಬಗೆಹರಿಯದಿರುವ ಸ್ಥಿತಿ"
ನನ್ನಿ,ಹೆಸರುಪದ,"(ದೇ) ೧ ನಿಜ, ದಿಟ ೨ ಸತ್ಯವಂತಿಕೆ ೩ ಪ್ರೀತಿ, ಅಕ್ಕರೆ ೪ ಭಾಷೆ, ವಚನ ೫ ಸರಿಯಾದುದು, ಸಮಂಜಸವಾದುದು ೬ ಅಂದ, ಚೆಲುವು"
ನಪುಂಸಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕೊಜ್ಜೆ, ಷಂಡ, ಖೋಜಾ ೨ ವ್ಯಾಕರಣದ ಮೂರು ಲಿಂಗಗಳಲ್ಲಿ ಒಂದು ೩ ಬಲ ಹೀನನಾದವನು, ನಿರ್ವೀರ್ಯನಾದವನು"
ನಫೆ,ಹೆಸರುಪದ,"(<ಅರ. ನಫ್‌ಅ) ಲಾಭ, ಆದޠү"
ನಭ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಆಕಾಶ, ಗಗನ ೨ ಮೋಡ, ಮುಗಿಲು ೩ ಶ್ರಾವಣಮಾಸ ೪ ಶೂನ್ಯ, ಸೊನ್ನೆ"
ನಮನ,ಹೆಸರುಪದ,"(ಸಂ) ಬಾಗುವಿಕೆ, ವಂದನೆ, ನಮಸ್ಕಾರ"
ನಮಲು,ಹೆಸರುಪದ,(ದೇ) ೧ ಅಗಿಯುವಿಕೆ ೨ ಮೆಲುಕು ಹಾಕುವಿಕೆ
ನಮಲು,ಎಸಕಪದ,"(ದೇ) ೧ ಜಗಿ, ಸುರಿಸು ೨ ಮೆಲುಕು ಹಾಕು"
ನಮಾಜು,ಹೆಸರುಪದ,(<ಪಾರ. ನಮಾಝ್) ಮುಸಲ್ಮಾನರ ದೇವತಾ ಪ್ರಾರ್ಥನೆ
ನಮೂದಿಸು,ಎಸಕಪದ,(<ಪಾರ. ನಮೂದ್) ದಾಖಲೆ ಮಾಡು
ನಮೂನೆ,ಹೆಸರುಪದ,"(<ಪಾರ. ನಮೂನಾ) ೧ ಮಾದರಿ, ಪ್ರಕಾರ ೨ ರಚನಾಕ್ರಮ ೩ ರೀತಿ, ಬಗೆ, ತರಹ ೪ ಅರ್ಜಿ, ದಾಖಲೆ ಮೊ.ವುಗಳ ಬಗೆ ಉಲ್ಲೇಖಿ ಸಬೇಕಾದ ಅಂಶಗಳನ್ನೊಳಗೊಂಡ ಪತ್ರ"
ನಮೆ,ಹೆಸರುಪದ,"(ದೇ) ಕಾಟ, ಪೀಡೆ"
ನಮೆ,ಎಸಕಪದ,"(ದೇ) ೧ ದುಃಖಿಸು, ನರಳು ೨ ಬಡವಾಗು, ಸೊರಗು ೩ ಬಡತನವನ್ನು ಹೊಂದು"
ನಮ್ರ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಬಾಗಿದ, ಬಗ್ಗಿದ ೨ ತಗ್ಗಿಸಿದ ೩ ವಿನಯದಿಂದ ಕೂಡಿದ"
