word,wordtype,meaning
ಸಾದಿಲ್ವಾರು,ಹೆಸರುಪದ,"(<ಅರ. ಸಾದಿರ್‌ವಾರಿದ್) (ಶಾಲೆ, ಕಚೇರಿ ಮುಂ. ಕಡೆಗಳಲ್ಲಿ ಶಾಯಿ, ಕಾಗದ, ಲೇಖನಿ ಮುಂ.ವಕ್ಕೆ ಬಳಸುವ) ಚಿಲ್ಲರೆ ಖರ್ಚು, ಸಣ್ಣ ಪುಟ್ಟ ವೆಚ್ಚ"
ಸಾದೃಶ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ಹೋಲಿಕೆ, ಒಂದೇ ರೀತಿ ಇರುವಿಕೆ"
ಸಾದ್ಯಂತ,ಹೆಸರುಪದ,"(ಸಂ) ಮೊದಲಿನಿಂದ ಕಡೆಯವರೆಗಿರುವುದು, ಸಮಗ್ರವಾದುದು"
ಸಾದ್ಯಂತ,ಪರಿಚೆಪದ,"(ಸಂ) ಆದಿ ಮತ್ತು ಅಂತ್ಯಗಳಿಂದ ಕೂಡಿದ, ಸಮಗ್ರವಾದ"
ಸಾಧಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಅಭ್ಯಾಸ, ಪರಿಶ್ರಮ ೨ ಕಾರ್ಯವನ್ನು ಸಾಧಿಸುವವನು ೩ (ಆಧ್ಯಾತ್ಮ, ಯೋಗ ಇತ್ಯಾದಿ) ಸಾಧನೆಯ ಪಥವನ್ನು ಹಿಡಿದವನು ೪ ಕುಶಲನಾದವನು, ನಿಪುಣ ೫ ಯಕ್ಷಿಣಿಗಾರ, ಐಂದ್ರ ಜಾಲಿಕ ೬ ಸಹಾಯ ಮಾಡುವಿಕೆ ೭ ಸಿದ್ಧಿ ಸಾಧಿಸಿದುದು ೮ ರಸವಿದ್ಯೆಯನ್ನು ಬಲ್ಲವನು ೯ ಅಂಗಸಾಧನೆ, ವ್ಯಾಯಾಮ ೧೦ ಶಸ್ತ್ರಗಳ ಪ್ರಯೋಗದ ರೀತಿ, ಕ್ರಮ ೧೧ ಸಲಕರಣೆ, ಉಪಕರಣ ೧೨ ನಂಜಿಕೊಳ್ಳುವ ಸಾಧನ, ವ್ಯಂಜನ ಪದಾರ್ಥ, ಮೇಲೋಗರ"
ಸಾಧನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಗುರಿಮುಟ್ಟುವ ಪ್ರಯತ್ನ, ಸಿದ್ಧಿಯನ್ನು ಪಡೆಯುವ ಯತ್ನ ೨ (ಕಾರ್ಯವನ್ನು) ಸಾಧಿಸುವಿಕೆ, ಗುರಿಮುಟ್ಟುವಿಕೆ ೩ (ಆಯುಧ, ಯಂತ್ರ ಮೊ.) ಸಾಮಗ್ರಿ, ಸಲಕರಣೆ, ಉಪಕರಣ ೪ (ಕಾರ್ಯಸಾಧಕವಾದ) ಕಾರಣ, ಹೇತು, ನಿಮಿತ್ತ ೫ ಸೈನ್ಯ, ಪಡೆ ೬ ಅಭ್ಯಾಸ ೭ ಸಹಾಯ ೮ ದಾಖಲೆ, ದಸ್ತಾವೇಜು"
ಸಾಧನೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಧನಾ) ೧ (ಆಧ್ಯಾತ್ಮ ಸಂಗೀತ ಇತ್ಯಾದಿಗಳ ಸಿದ್ಧಿಗಾಗಿ ಮಾಡುವ) ಪರಿಶ್ರಮ, ಅಭ್ಯಾಸ ೨ ಸಾಧಿಸಿದುದು, ಸಿದ್ಧಿ ೩ ಅಂಗಸಾಧನೆ, ವ್ಯಾಯಾಮ ೪ ಸ್ವಾಧೀನ, ವಶ"
ಸಾಧಾರಣ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಅನೇಕರಿಗೆ ಅಥವಾ ಎಲ್ಲರಿಗೆ, ಎಲ್ಲಕ್ಕೆ ಅನ್ವಯಿಸುವಂಥದು; ಸಾರ್ವತ್ರಿಕವಾದುದು ೨ ಎಲ್ಲರಿಗೂ ಅನ್ವಯಿಸುವ, ಸಾಮಾನ್ಯವಾದ ನಿಯಮ; ಸಾರ್ವತ್ರಿಕವಾದ ಕಟ್ಟಳೆ ೩ ಸಾಮಾನ್ಯವಾದುದು, ವಿಶೇಷವಲ್ಲದುದು ೪ ನಿರ್ದಿಷ್ಟವಾದ ಗುಣಧರ್ಮ, ನಿಶ್ಚಿತವಾದ ಶೀಲ ಸ್ವಭಾವ ೫ ಅರು ವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಒಂದು (ನಲವತ್ತನಾಲ್ಕನೆ ಯದು) ೬ ಮೂರು ಬಗೆಯ ದೇಶಭೇದಗಳಲ್ಲಿ ಒಂದು, ಜಲವಸತಿಯಿರುವ ಪ್ರದೇಶ, ಜವುಗು ನೆಲ"
ಸಾಧಾರಣ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಎಲ್ಲರಿಗೂ, ಎಲ್ಲಕ್ಕೂ ಅನ್ವಯಿಸುವ; ಸಾರ್ವತ್ರಿಕವಾದ ೨ ಸುಮಾರಾದ, ವಿಶೇಷವಲ್ಲದ, ಮಧ್ಯಮ ದರ್ಜೆಯ ೩ ಸಮಾನವಾದ, ಒಂದೇ ರೀತಿಯ"
ಸಾಧಾರಣೀಕರಿಸು,ಎಸಕಪದ,"= (ಬೇರೆ, ಬೇರೆ ವಿಚಾರ ಮುಂ.ವನ್ನು ಒಂದು) ಸಾಮಾನ್ಯ ಸೂತ್ರಕ್ಕೆ - ಅಳವಡಿಸು, ಸಾರ್ವತ್ರಿಕಗೊಳಿಸು"
ಸಾಧಾರಣೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಧಾರಣಸ್ತ್ರೀ) ಕಾವ್ಯ, ನಾಟಕಾದಿಗಳಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ) ಸ್ವಕೀಯ, ಪರಕೀಯ ಮತ್ತು ಸಾಧಾರಣೆ ಎಂಬ ನಾಯಿಕೆಯರ ಮೂರು ಪ್ರಕಾರಗಳಲ್ಲಿ ಒಂದು; ವೇಶ್ಯೆ"
ಸಾಧಿತ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಸಾಧಿಸಿದ, ಸಿದ್ಧಿಯನ್ನು ಪಡೆದ ೨ ಮುಗಿಸಿದ, ಪೂರೈಸಿದ ೩ ಸಮರ್ಥಿಸಿದ ೪ ಪಡೆದ ೫ ಹುಟ್ಟಿದ, ನಿಷ್ಪನ್ನವಾದ ೬ ನಿಗ್ರಹಿಸಿದ, ಸ್ವಾಧೀನಕ್ಕೆ ತೆಗೆದುಕೊಂಡ"
ಸಾಧಿತಶಬ್ದ,ಹೆಸರುಪದ,"= (ವ್ಯಾಕರಣದಲ್ಲಿ) ಧಾತು, ನಾಮ, ಪ್ರಕೃತಿಗಳಿಗೆ ಪ್ರತ್ಯಯ ಮೊ.ವನ್ನು ಸೇರಿಸಿ ನಿಷ್ಪನ್ನ ಮಾಡಿದ ಹೊಸ ಶಬ್ದ"
ಸಾಧಿಸು,ಎಸಕಪದ,"(ಸಾಧನ + ಇಸು) ೧ ಪಡೆ, ದೊರ ಕಿಸಿಕೊಳ್ಳು ೨ ಸ್ವಾಧೀನ ಪಡಿಸಿಕೊಳ್ಳು ೩ ರುಜುವಾತು ಮಾಡು ೪ ನಿರ್ವಹಿಸು ೫ ನೆರವೇರಿಸು ೬ ಗೆಲ್ಲು ೭ ಆಚರಿಸು ೮ ಕೈಗೂಡು ೯ ಛಲ, ರೋಷ ಮುಂ.ವನ್ನು ಬಹಳ ಕಾಲದವರೆಗೂ ಹೊಂದಿರು ೧೦ ಕಾಯು, ನಿರೀಕ್ಷಿಸು"
ಸಾಧು,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಒಳ್ಳೆಯದು ೨ ಸೌಮ್ಯವಾದುದು, ಉಗ್ರವಲ್ಲದುದು ೩ ತಕ್ಕುದು ೪ (ಭಾಷೆ ಮುಂ.ವುಗಳ ವಿಚಾರದಲ್ಲಿ) ಶುದ್ಧವಾದುದು, ಶಿಷ್ಟವಾದುದು ೫ ಸುಂದರವಾದುದು ೬ ಒಳ್ಳೆಯ ಸ್ವಭಾವದ ವ್ಯಕ್ತಿ, ಸರಳ ಸ್ವಭಾವದವನು, ಸಭ್ಯ ೭ ಸಂನ್ಯಾಸಿ, ಯೋಗಿ ೮ ಜೈನ ಸಂನ್ಯಾಸಿ, ಯತಿ"
ಸಾಧು,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಒಳ್ಳೆಯ ೨ ಪ್ರಾಮಾಣಿಕವಾದ, ವಿಶ್ವಾಸ ಯೋಗ್ಯವಾದ ೩ ಒಳ್ಳೆಯ ಸ್ವಭಾವದ, ಸೌಮ್ಯ ಸ್ವಭಾವದ ೪ ಯೋಗ್ಯವಾದ"
ಸಾಧು,ಅವ್ಯಯ,"(ಸಂ) ಒಪ್ಪಿಗೆ, ಮೆಚ್ಚುಗೆಗಳ ಉದ್ಗಾರವನ್ನು ಸೂಚಿಸುವ ಒಂದು ಅವ್ಯಯ"
ಸಾಧ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾಧಿಸಬಹುದಾದುದು, ಕಾರ್ಯ ರೂಪಕ್ಕೆ ತರಬಹುದಾದುದು ೨ ದೇವತೆಗಳಲ್ಲಿ ಒಂದು ವರ್ಗ ೩ (ರೋಗ ಮುಂ.ವು) ಗುಣಪಡಿಸಬಹುದಾದುದು ೪ ಲಭ್ಯವಾಗುವವನು"
ಸಾಧ್ಯ,ಪರಿಚೆಪದ,(ಸಂ) ೧ ಮಾಡಬೇಕಾದ ೨ ಕಾರ್ಯರೂಪಕ್ಕೆ ತರಬಹುದಾದ ೩ ಜಯಿಸಬಹುದಾದ
ಸಾಧ್ವಸ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಭಯ, ಅಂಜಿಕೆ ೨ ಸಡಗರ, ಸಂಭ್ರಮ"
ಸಾಧ್ವಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಚ್ಚಾರಿತ್ರ್ಯವುಳ್ಳ ಹೆಂಗಸು, ಸುಶೀಲೆ ೨ ಪತಿವ್ರತೆ"
ಸಾನಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸ್ವಾಮಿನ್) ೧ ಒಡತಿ, ಸ್ವಾಮಿನಿ ೨ ಹೆಂಡತಿ ೩ ಹೆಂಗಸು ೪ ವೇಶ್ಯೆ ಮತ್ತು ವೇಶ್ಯೆಯರ ಹೆಸರಿನ ಕೊನೆಗೆ ಸೇರುವ ಪದ"
ಸಾನು,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬೆಟ್ಟದ ಮೇಲಿನ ಸಮತಲವಾದ ಪ್ರದೇಶ, ಪ್ರಸ್ಥಭೂಮಿ ೨ ಬೆಟ್ಟದ ತುದಿ, ಶಿಖರ"
ಸಾನುಭೂತಿ,ಹೆಸರುಪದ,"(ಸಂ) ಅನುಕಂಪ, ಸಹಾನುಭೂತಿ"
ಸಾನುರಾಗ,ಹೆಸರುಪದ,"(ಸಂ) ಅನುರಾಗ, ಪ್ರೀತಿ"
ಸಾನುರಾಗ,ಪರಿಚೆಪದ,(ಸಂ) ಪ್ರೀತಿಯಿಂದ ಕೂಡಿದ
ಸಾನ್ನಿಧ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ಹತ್ತಿರದಲ್ಲಿರುವಿಕೆ, ಸಾಮೀಪ್ಯ"
ಸಾಪತ್ನಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಪತ್ನೀ) ಸವತಿ, ಸಹಪತ್ನಿ"
ಸಾಪತ್ನ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸವತಿಯಾಗಿರುವಿಕೆ, ಹಗೆತನ, ಶತ್ರುತ್ವ"
ಸಾಪೇಕ್ಷ,ಹೆಸರುಪದ,"(ಸಂ) ಪರಸ್ಪರ ಅವಲಂಬಿಸಿರುವುದು, ಪೂರಕವಾದುದು"
ಸಾಪೇಕ್ಷ,ಪರಿಚೆಪದ,"(ಸಂ) ಪರಸ್ಪರ ಅವಲಂಬಿಸಿರುವ, ಆಶ್ರಯಿಸಿರುವ"
ಸಾಪೇಕ್ಷೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಪೇಕ್ಷ) ಅಪೇಕ್ಷೆಯಿಂದ ಕೂಡಿರುವಿಕೆ, ಬಯಕೆಯನ್ನು ಹೊಂದಿರುವಿಕೆ"
ಸಾಪ್ತಾಹಿಕ,ಹೆಸರುಪದ,(ಸಂ) ವಾರಪತ್ರಿಕೆ
ಸಾಪ್ತಾಹಿಕ,ಪರಿಚೆಪದ,(ಸಂ) ಏಳು ದಿನಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ
ಸಾಫಲ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಫಲತೆ, ಸಾರ್ಥಕತೆ ೨ ಸಫಲವಾದುದು, ಸಾರ್ಥಕವಾದುದು"
ಸಾಫು,ಹೆಸರುಪದ,"(<ಹಿಂ. ಅರ. ಮರಾ. ಸಾಫ್) ೧ ಶುಭ್ರವಾದುದು, ಸ್ವಚ್ಛವಾದುದು ೨ ಸಮತಲವಾದುದು, ಹಳ್ಳ ತಿಟ್ಟುಗಳಿಲ್ಲದುದು ೩ ಸರಳವಾದುದು, ನಿಷ್ಕಪಟವಾದುದು ೪ ಸುಲಭವಾದುದು, ಸಲೀಸಾದುದು"
ಸಾಬಾಣ,ಹೆಸರುಪದ,"(<ಅರ. ಸಾಬೂನ್) ಸಾಬೂನು, ಸೋಪು"
ಸಾಬೀತು,ಹೆಸರುಪದ,(<ಅರ. ಸಬೂತ್) ೧ ರುಜುವಾತು ಮಾಡಿದುದು ೨ ಭದ್ರತೆ
ಸಾಭಿಜ್ಞಾನ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕುರುಹು, ಗುರುತು ೨ ಕುರುಹುಗಳಿಂದ ಕೂಡಿದುದು"
ಸಾಭಿಜ್ಞಾನ,ಪರಿಚೆಪದ,"(ಸಂ) ನೆನಪಿನ ಕುರುಹುಗಳಿಂದ ಕೂಡಿದ, ಸ್ಮರಣೆಗೆ ತರುವ ಗುರುತುಗಳನ್ನು ಹೊಂದಿದ"
ಸಾಭಿಪ್ರಾಯ,ಹೆಸರುಪದ,"(ಸಂ) ಅಭಿಪ್ರಾಯದಿಂದ ಕೂಡಿದುದು, ಉದ್ದೇಶ ಸಹಿತವಾದುದು"
ಸಾಭಿಪ್ರಾಯ,ಪರಿಚೆಪದ,"(ಸಂ) ಅಭಿಪ್ರಾಯದಿಂದ ಕೂಡಿದ, ಉದ್ದೇಶಪೂರ್ವಕವಾದ"
ಸಾಮ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮನ್) ೧ ಶಾಂತಗೊಳಿಸುವಿಕೆ ೨ ಸಾಮ, ದಾನ, ಭೇದ, ದಂಡ ಎಂಬ ಕಾರ್ಯ ಸಾಧನೆಯ ಚತುರೋಪಾಯಗಳಲ್ಲಿ ಒಂದು; ಒಡಂ ಬಡಿಕೆ; ರಾಜಿ ೩ ಸಮಾಧಾನದ ಮಾತು ೪ ಚತು ರ್ವೇದಗಳಲ್ಲಿ ಮೂರನೆಯದು ಮತ್ತು ಗಾನ ಮಾಡಲಾಗುವ ಅದರ ಮಂತ್ರಭಾಗ ೫ ಸಂಗೀತದಲ್ಲಿ ಒಂದು ರಾಗದ ಹೆಸರು"
ಸಾಮಂಜಸ್ಯ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಹೊಂದಾಣಿಕೆ ೨ ಔಚಿತ್ಯ
ಸಾಮಂತ,ಹೆಸರುಪದ,"(ಸಂ) ಒಬ್ಬ ರಾಜನಿಗೆ ಅಧೀನದಲ್ಲಿದ್ದು ಕಪ್ಪಕಾಣಿಕೆಗಳನ್ನು ಒಪ್ಪಿಸುವ ಆಶ್ರಿತರಾಜ, ಮಾಂಡ ಲಿಕ"
ಸಾಮಗ್ರಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮಗ್ರೀ) ೧ ಅಗತ್ಯವಾದ-ವಸ್ತು, ಪದಾರ್ಥ; ಅವಶ್ಯಕವಾದ-ಉಪಕರಣ, ಸಲಕರಣೆ ೨ ಮೂಲವಸ್ತು, ವಿಷಯ"
ಸಾಮತಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮ್ಯತಾ) ೧ ಹೋಲಿಕೆ, ಸಾದೃಶ್ಯ ೨ ದೃಷ್ಟಾಂತಗಳನ್ನುಳ್ಳ ಕಥೆ, ನಿದರ್ಶನಗಳನ್ನುಳ್ಳ-ಪ್ರಸಂಗ, ಪ್ರಕರಣ ೩ ಗಾದೆ, ಲೋಕೋಕ್ತಿ"
ಸಾಮಯಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಕಾಲ, ವೇಳೆ ೨ ಲೌಕಿಕವಲ್ಲದುದು, ಶಾಸ್ತ್ರ ಸಿದ್ಧಾಂತ"
ಸಾಮಯಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಗೊತ್ತಾದ, ನಿಗದಿಯಾದ ೨ ಕಾಲಕ್ಕೆ ತಕ್ಕ, ಸಮಯೋಚಿತವಾದ ೩ ಸಂಪ್ರದಾಯಕ್ಕನುಸಾರವಾದ, ಲೌಕಿಕವಲ್ಲದ"
ಸಾಮರಸ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾದೃಶ್ಯ, ಸಮಾನತೆ ೨ ಸಮರಸವಾದ ಭಾವ, ಐಕಮತ್ಯ, ಹೊಂದಾಣಿಕೆ"
ಸಾಮರ್ಥ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದಕ್ಷತೆ, ಯೋಗ್ಯತೆ ೨ ಬಲ, ಶಕ್ತಿ ೩ ಶಬ್ದಕ್ಕಿರುವ ಅರ್ಥವನ್ನು ತಿಳಿಸುವ ಶಕ್ತಿ, ಪದದ ಅರ್ಥಸ್ಫುರಣ ಶಕ್ತಿ"
ಸಾಮಾಜಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಮಾಜಕ್ಕೆ ಸಂಬಂಧಿಸಿದುದು, ಸಾಂಘಿಕ ಜೀವನಕ್ಕೆ ಅನ್ವಯಿ ಸಿದುದು ೨ ಸಮಾಜದಲ್ಲಿರುವ ವ್ಯಕ್ತಿ ೩ ಆಸ್ಥಾನ ಸಭೆಗಳಲ್ಲಿರುವ ವ್ಯಕ್ತಿ, ಸಭಿಕ, ಸಭಾಸದ ೪ ಪ್ರೇಕ್ಷಕ, ನೋಟಕ ೫ ಸಂಘ ಯಾ ಸಂಸ್ಥೆಯ ಸದಸ್ಯ; ಕ್ರಾಂತಿ = ಸಮಾಜ ಸಂಬಂಧವಾದ ಆಂದೋಳನ, ಸಮಾಜಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಕ್ರಾಂತಿ; ಪ್ರಜ್ಞೆ = ಸಮಾಜದ ಬಗೆಗಿನ ಅರಿವು"
ಸಾಮಾಜಿಕ,ಪರಿಚೆಪದ,(ಸಂ) ಸಮಾಜಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
ಸಾಮಾನಿಕ,ಹೆಸರುಪದ,(ಸಂ) ಜೈನ ದೇವತೆಗಳಲ್ಲಿ ಒಂದು ವರ್ಗ ಮತ್ತು ಆ ವರ್ಗಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ದೇವತೆ
ಸಾಮಾನಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ಒಂದೇ ಮಟ್ಟಕ್ಕೆ ಸೇರಿದ, ಸಮಾನ ಸ್ಥಾನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ"
ಸಾಮಾನು,ಹೆಸರುಪದ,"(<ಪಾರ. ಸಾಮಾನ್) ೧ ಪದಾರ್ಥ, ಸಲಕರಣೆ, ಸಾಮಗ್ರಿ ೨ ಪೆಟ್ಟಿಗೆ, ಗಂಟು, ಮೂಟೆ, ಭಾಂಗಿ ಇತ್ಯಾದಿ; ಸರಕು, ಮಾಲು ೩ ಒಡವೆ, ನಗ"
ಸಾಮಾನ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾರ್ವತ್ರಿಕವಾದುದು, ಎಲ್ಲರಿಗೂ ಎಲ್ಲಕ್ಕೂ ಅನ್ವಯಿಸುವಂತಹುದು ೨ ಸಾಧಾರಣವಾದುದು, ವಿಶೇಷವಲ್ಲದುದು, ಕೇವಲ ೩ ವಾಡಿಕೆ, ರೂಢಿ ೪ ಸಾಧಾರಣವಾದ ವ್ಯಕ್ತಿ, ನಾಡಾಡಿ"
ಸಾಮಾನ್ಯ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಸಾರ್ವತ್ರಿಕವಾದ, ಸಾರ್ವಜನಿಕವಾದ ೨ ಸಾಧಾರಣವಾದ, ವಿಶೇಷವಲ್ಲದ"
ಸಾಮಾನ್ಯೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮಾನ್ಯಾ) ೧ ಸಾಧಾರಣ ಳಾದ ಹೆಂಗಸು ೨ (ಕಾವ್ಯ ಮೀಮಾಂಸೆಯಂತೆ) ಮೂರು ಬಗೆಯ ನಾಯಿಕೆಯರಲ್ಲಿ ಒಬ್ಬಳು, ವೇಶ್ಯೆ"
ಸಾಮೀಪ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಮೀಪದಲ್ಲಿರುವಿಕೆ, ಸಾನ್ನಿಧ್ಯ ೨ ಮೋಕ್ಷದ ನಾಲ್ಕು ಪ್ರಕಾರಗಳಲ್ಲಿ ಒಂದು ೩ ಸಾಮೀಪ್ಯವೆಂಬ ಮೋಕ್ಷ ಪದವಿಯನ್ನು ಹೊಂದಿದ ವ್ಯಕ್ತಿ"
ಸಾಮು,ಹೆಸರುಪದ,"(<ಸಂ. ಶ್ರಮ < ತೆಲು. ಸಾಮು) ೧ ಶಾರೀರಿಕ ವ್ಯಾಯಾಮ, ಅಂಗಸಾಧನೆ ೨ ಕತ್ತಿ ಮೊ. ಆಯುಧಗಳಿಂದ ಮಾಡುವ ವಿಶೇಷ ಸಾಧನೆ, ಕಸರತ್ತು"
ಸಾಮುದಾಯಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ಸಮೂಹಕ್ಕೆ ಸಂಬಂಧ ಪಟ್ಟುದು, ಸಮುದಾಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದುದು"
ಸಾಮುದಾಯಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಸಮುದಾಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ೨ ಒಟ್ಟಾದ, ಸಮಷ್ಟಿಯ"
ಸಾಮುದ್ರಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮುಖ್ಯವಾಗಿ ಅಂಗೈ ರೇಖೆಗಳ ಮತ್ತು ಶರೀರದ ಮೇಲಿನ ಗುರುತುಗಳ ಆಧಾರದ ಮೇಲೆ ಮನುಷ್ಯನ ಭವಿಷ್ಯವನ್ನು ತಿಳಿಸುವ ಶಾಸ್ತ್ರ ೨ ಮುಖ್ಯವಾಗಿ ಹಸ್ತರೇಖೆಗಳ ಆಧಾ ರದ ಮೇಲೆ ಭವಿಷ್ಯವನ್ನು ಹೇಳುವವನು, ಸಾಮು ದ್ರಿಕ ಶಾಸ್ತ್ರವನ್ನು ಬಲ್ಲವನು ೩ ಹಸ್ತರೇಖೆ ಯಾ ದೇಹದ ಮೇಲಿನ ಗುರುತುಗಳಿಂದ ಸೂಚಿತವಾಗುವು ದೆಂದು ಹೇಳಲಾಗುವ ಅದೃಷ್ಟ, ಭಾಗ್ಯ"
ಸಾಮುದ್ರಿಕ,ಪರಿಚೆಪದ,(ಸಂ) ೧ ಸಮುದ್ರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ೨ ಭವಿಷ್ಯವನ್ನು ಸೂಚಿಸುವುವು ಎನ್ನಲಾದ ಅಂಗೈ ಮೇಲಿನ ಗೆರೆಗಳು ಮತ್ತು ಶರೀರದ ಮೇಲಿನ ಗುರುತುಗಳಿಗೆ ಸಂಬಂಧಿ ಸಿದ
ಸಾಮೂಹಿಕ,ಹೆಸರುಪದ,(ಸಂ) ಸಮೂಹಕ್ಕೆ ಸಂಬಂಧಿ ಸಿದುದು
ಸಾಮೂಹಿಕ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಒಟ್ಟಾಗಿರುವ, ಗುಂಪಿನ ೨ ಎಲ್ಲರಿಗೂ ಸಂಬಂಧಿಸಿದ, ಸಾರ್ವಜನಿಕ"
ಸಾಮೆ,ಹೆಸರುಪದ,"(<ಸಂ. ಶ್ಯಾಮ) ೧ ಒಂದು ಬಗೆಯ ತೃಣಧಾನ್ಯ, ಸಾವೆ ೨ ಒಂದು ಬಗೆಯ ಹುಲ್ಲು"
ಸಾಮ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಮಾನ, ಸರಿಸಮ ೨ ಸಾದೃಶ್ಯ, ಹೋಲಿಕೆ ೩ ಹೊಂದಾಣಿಕೆ, ಸಾಮರಸ್ಯ ೪ ಯೋಗ್ಯವಾದುದು, ತಕ್ಕುದು"
ಸಾಮ್ಯವಾದ,ಹೆಸರುಪದ,"ಎಲ್ಲರೂ ಸಮಾನರೆಂದು ಪ್ರತಿಪಾದಿಸುವ ಒಂದು (ರಾಜಕೀಯ) ತತ್ವ, ಸಮತಾವಾದ"
ಸಾಮ್ರಾಜ್ಞಿ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮ್ರಾಜ್ಞೀ) ಸಾಮ್ರಾಜ್ಯದ ಒಡತಿ, ಚಕ್ರವರ್ತಿನಿ"
ಸಾಮ್ರಾಜ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಸಾರ್ವಭೌಮಾಧಿಕಾರವನ್ನುಳ್ಳ ರಾಷ್ಟ್ರ, ಚಕ್ರಾಧಿಪತ್ಯ ೨ (ರಾಷ್ಟ್ರದ) ಪರಮಾ ಧಿಕಾರ, ಆಧಿಪತ್ಯ"
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,ಹೆಸರುಪದ,ಚಕ್ರಾಧಿಪತ್ಯದ ಸರ್ವಾಧಿಕಾರ
ಸಾಮ್ರಾಟ,ಹೆಸರುಪದ,"(<ಸಂ. ಸಾಮ್ರಾಟ್) ಚಕ್ರಾಧಿಪತಿ, ಸಾರ್ವಭೌಮ"
ಸಾಮ್ರಾಣಿ,ಹೆಸರುಪದ,(ಸಂ) ಒಂದು ಬಗೆಯ ಮರದಿಂದ ದೊರಕುವ ಸುಗಂಧಯುಕ್ತವಾದ ಧೂಪದ್ರವ್ಯ; ಸಾಂಬ್ರಾಣಿ
ಸಾಯಂಕಾಲ,ಹೆಸರುಪದ,"(ಸಂ) ಹಗಲಿನ ಕೊನೆಯ ಭಾಗ, ಸಂಜೆ, ಇಳಿಹೊತ್ತು"
ಸಾಯಂತನ,ಹೆಸರುಪದ,(ಸಂ) ಸಾಯಂಕಾಲ
ಸಾಯಂತನ,ಪರಿಚೆಪದ,(ಸಂ) ಸಾಯಂಕಾಲದ ಸಂಧ್ಯಾ ಸಮಯಕ್ಕೆ ಸಂಬಂಧಿ ಸಿದ
ಸಾಯಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಬಾಣ, ಶರ ೨ ಕತ್ತಿ, ಖಡ್ಗ"
ಸಾಯರು,ಹೆಸರುಪದ,"(<ಅರ. ಸಾಇರ್) ಸುಂಕ, ಜಕಾತಿ"
